Word	Occurrences
apressada	1
apressados	1
apressando-o	1
apressar-se	1
apressaram	1
apressem	1
aprovados	1
aproveitarei	1
aproveito	1
aproveitável	1
aprovou	1
aproximando-se	1
aproximasse	1
aproximava	1
aproximou-lha	1
apunhalar	1
apóstolos	1
apóstrofe	1
apóstrofes	1
aquietou	1
arame	1
ardente	1
ardia	1
ardis	1
ardor	1
areias	1
arfavam-lhe	1
argola	1
argumentava	1
arguírem	1
armados	1
armam	1
armaria	1
armou-se	1
armário	1
aromático	1
arqueiros	1
arquejantes	1
arquejava	1
arquitetando	1
arrabaldes	1
arraial	1
arrancada	1
arrancar	1
arrancar-me	1
arrancar-te	1
arrancara	1
arranhadura	1
arranjarei	1
arranjaste	1
arranjos	1
arranquem	1
arrasta	1
arrastando	1
arrastasse	1
arrastou	1
arrastou-se	1
arraçoando	1
arrebataria	1
arrebentas	1
arrebol	1
arrecadas	1
arrefece	1
arregaçadas	1
arremedo	1
arremessarem	1
arremetidas	1
arrependas	1
arrependimento	1
arrobas	1
arrogantes	1
arrogância	1
arrojos	1
arroubado	1
arrumava	1
arráteis	1
artes	1
articular	1
artificiais	1
artifício	1
artifícios	1
artérias	1
arvorada	1
arvorar	1
asa	1
asfixia	1
asneira	1
asneiras	1
asperamente	1
aspirante	1
aspiravam	1
aspiração	1
assacou	1
assado	1
assalariados	1
assaltado	1
assaltam	1
assaltar	1
asseguravam	1
assentamentos	1
assentou	1
asseverar	1
asseverou	1
assina	1
assinaram	1
assinei	1
assisados	1
assistente	1
assistentes	1
assistir	1
assistiu	1
assobio	1
assomava	1
assomava-se	1
assombram-me	1
assombrava-se	1
assuadas	1
assumiu	1
assunto	1
assustadiço	1
assustador	1
assustar	1
assustarem	1
assustavam	1
assuste	1
assédio	1
astúcia	1
atacado	1
atalhos	1
ataques	1
atar	1
atarracar	1
atenda-me	1
atender	1
atentado	1
atentamente	1
atento	1
aterra	1
atinar	1
atinava	1
atingem	1
atinou	1
atirado	1
atirando-se	1
atirar	1
atiraste	1
atire	1
atirou	1
atmosfera	1
atordoada	1
atordoado	1
atordoar	1
atormentava	1
atou	1
atracou	1
atravessavam	1
atravessou	1
atraíste	1
atreveu	1
atrevida	1
atribuem	1
atribuindo	1
atribuir-lhe	1
atribulada	1
atribulado	1
atribulados	1
atribulá-lo	1
atribuí-la	1
atrigar	1
atualmente	1
atulhado	1
aturdida	1
aturdimento	1
ature	1
atônito	1
audacioso	1
aumentava	1
auspicioso	1
austeridade	1
austero	1
author	1
auto	1
autoridades	1
autorizada	1
autorizava	1
auxiliado	1
auxílio	1
avaliar	1
avaliava	1
avançado	1
avançar	1
avanças	1
ave	1
ave-mãe	1
avenha	1
aventurando	1
aventureiro	1
aventurou-se	1
avergoando	1
averiguações	1
aversão	1
avezinha	1
aviados	1
aviltado	1
aviltador	1
aviltamento	1
avilto	1
avisa-me	1
avisada	1
avisando-o	1
avista	1
avistando	1
avoenga	1
avoengos	1
avultava	1
avó	1
avô	1
azado	1
azados	1
azedava	1
azedume	1
azo	1
azoratada	1
azorragar	1
azuis	1
aço	1
açoreano	1
açougue	1
ações	1
bacia	1
bacorejava	1
bafejado	1
baixando	1
baixar	1
baixou	1
balanceado	1
balança	1
balançava	1
balanço	1
balbuciante	1
balbuciantes	1
balbuciavam	1
baliza	1
balotes	1
banais	1
banal	1
bancos	1
bandas	1
bandeja	1
bando	1
banhado	1
baque	1
baraço	1
barriga	1
barro	1
bases	1
basta	1
bastaria	1
bastassem	1
bastava	1
bastou	1
bata	1
batalhas	1
batem	1
batente	1
batia	1
batismo	1
bato	1
baça	1
baço	1
baú	1
bebe	1
bebem	1
bebera	1
beberes	1
beijando	1
beijar-lhos	1
beijou-lhe	1
beiços	1
belas	1
beliscão	1
bem-querença	1
bendito	1
benefícios	1
benfeitoras	1
bengala	1
benquista	1
benquisto	1
bentas	1
bento	1
benzinhos	1
bernardas	1
berzabum	1
biblioteca	1
bilha	1
bisavô	1
biscoitos	1
bispo-conde	1
bispos	1
blasfêmia	1
boa-nova	1
bocadinho	1
bocado	1
boceta	1
bofetada	1
bois	1
bole-me	1
boleados	1
bolsava	1
bolsinho	1
bolso	1
bolsos	1
bonançoso	1
bondade	1
bondosa	1
bonecas	1
bordoada	1
bossas	1
bota	1
bota-lhe	1
bota-se	1
botas	1
botequim	1
bouça	1
bracejar	1
bradava	1
bragal	1
bramia	1
bramindo	1
bramiu	1
brandando	1
brandos	1
brandou	1
brasa	1
brasões	1
bravatas	1
bravio	1
brejeiro	1
brenha	1
brevemente	1
breves	1
brevidade	1
brida	1
brinca	1
brincar	1
brincava	1
brindada	1
broa	1
brocas	1
brumas	1
bruxaria	1
bruxulear	1
buliu	1
buracos	1
burra	1
burrinhos	1
burros	1
buscou	1
buscá-la	1
bárbaros	1
bêbedas	1
bílis	1
cabalmente	1
cabaz	1
cabeceava	1
cabecinha	1
cabedal	1
cabeleiras	1
cabelo	1
cabem	1
cabide	1
cacarejassem	1
cadafalso	1
cadavéricas	1
cadeiras	1
cadáveres	1
caiam	1
cais	1
caixões	1
calaram-se	1
calculado	1
calcular	1
caldos	1
cale-se	1
calem	1
calhaus	1
calma	1
calvário	1
calça	1
calçada	1
calções	1
caminhada	1
caminhando	1
caminhar	1
caminheiro	1
caminheiros	1
campainha	1
camponesa	1
campos	1
candeias	1
canela	1
cansado	1
cansam-nos	1
cansaço	1
canteiros	1
cantor	1
capacete	1
capoeira	1
caprichos	1
caprichosamente	1
captando	1
capturar	1
carece	1
carecia	1
cariciosamente	1
carinhosamente	1
carinhosas	1
caro	1
carocha	1
carrancuda	1
carrancudo	1
carrascal	1
carregava	1
carreira	1
carros	1
carroças	1
cartinha	1
cartucho	1
cartório	1
carvalhas	1
carvoeiros	1
caráter	1
carência	1
casava	1
cascalheira	1
cascalho	1
casco	1
cascudos	1
case	1
cases	1
casos	1
casou	1
casquinada	1
castanha	1
castanhos	1
castelhana	1
castiga	1
castigando-o	1
castigava-o	1
castigue	1
castão	1
casá-la	1
cativa	1
catraia	1
catre	1
catálogo	1
causaram	1
cautelosamente	1
cauteloso	1
cavalavam	1
cavalgar	1
cavalgou	1
cavalos	1
cavando	1
cavo	1
caíram	1
caísse	1
cedia	1
cedência	1
cega	1
cegonha	1
ceitil	1
celas	1
celebrada	1
celebridade	1
celerado	1
celestial	1
cena	1
cenas	1
censura	1
centenares	1
cento	1
cepas	1
cera	1
cerco	1
cerimônia	1
ceroto	1
cerrado	1
certas	1
certos	1
certíssima	1
cessa	1
chale	1
chama-me	1
chamamento	1
chamar-se	1
chamaram	1
chamasse	1
chamavam	1
chamejantes	1
chamo-me	1
chamou-a	1
chamou-o	1
chamá-la	1
chamá-lo	1
chapotado	1
chegada	1
chegado	1
chegam	1
chegamos	1
chegando	1
chegara	1
chegaria	1
chegará	1
chegavam	1
chegue	1
chegues	1
cheias	1
cheio	1
cheiro	1
chibante	1
chibantes	1
chibança	1
chichisbéus	1
chilreando	1
chinela	1
chiste	1
choradas	1
choradeiras	1
chorares	1
chorem	1
choremo-lo	1
choça	1
chupeta	1
chá	1
cicatrizes	1
cidra	1
ciliciava	1
cingiu	1
cintou-as	1
cioso	1
circunspectos	1
circunstâncias	1
circunvagando	1
cismador	1
cismou	1
cismático	1
cita	1
ciumosa	1
ciúme	1
clamar	1
clamores	1
clamou	1
clandestina	1
claras	1
claro	1
classes	1
claustra	1
claustro	1
claustura	1
clausura	1
coada	1
coava	1
cobardia	1
coberta	1
codessos	1
coexistir	1
cogita	1
coifa	1
cola	1
colado	1
colcha	1
colhe	1
colher	1
colocado	1
colunas	1
colóquio	1
colóquios	1
comadre	1
comandadas	1
combatendo	1
combinados	1
combinar	1
comem	1
comenos	1
comentadas	1
comes	1
cometer	1
comeu-a	1
começo	1
comissão	1
comodidades	1
compadecesse	1
companheiras	1
companhias	1
comparar	1
comparação	1
comparo	1
comparte	1
compartia	1
compassiva	1
compelido	1
compete	1
competentemente	1
competência	1
competências	1
complemento	1
completa	1
completasse	1
compondo	1
comprar-lhe	1
comprara	1
compras	1
compraz	1
compre	1
compreender	1
compreendes	1
compreendeu	1
compreendi	1
compreensão	1
comprimindo	1
compungiria	1
compunjo-me	1
compunção	1
comungou	1
comunhão	1
comunicando-lhe	1
comunicara	1
comuta	1
comutou	1
comédia	1
concedia	1
concentrado	1
concentravam	1
concernentes	1
concertado	1
conclusas	1
conclusões	1
concubina	1
condena	1
condenada	1
condenar	1
condenas	1
condenavam	1
condenou-a	1
condição	1
condolência	1
conduzi-la	1
conduzia	1
conduzir	1
conduziu	1
conduziu-lhe	1
confeitos	1
confessa	1
confessar	1
confessar-lho	1
confessasse	1
confessou	1
confessou-lhe	1
confiava	1
confidência	1
confirmada	1
confissão	1
conflito	1
conforma	1
conforme	1
conformou-se	1
confortá-la	1
congelou	1
congeniais	1
congratularem-se	1
congratulatória	1
congratulou-se	1
congruentes	1
conhece-la	1
conhecem	1
conhecem-me	1
conheceria	1
conhecerás	1
conheceu	1
conheciam	1
conheça	1
conheço-a	1
conivente	1
conjeturas	1
conjugal	1
conjuraram	1
conquista	1
consegues	1
consegui-lo	1
conseguira	1
conseguirem	1
conseguirá	1
conseguisse	1
conselho	1
consentia	1
consentido	1
consentindo-o	1
consentir	1
consentiria	1
conserva	1
conservava	1
conservação	1
conservá-la	1
considerado	1
considerava	1
considerações	1
consinto	1
consistência	1
consoante	1
consola	1
consoladoras	1
consolasse	1
consolações	1
consorte	1
conspiraram	1
constava	1
consternada	1
consternadas	1
constituir	1
constou	1
consultei	1
consumia	1
consumira	1
contada	1
contadas	1
contado	1
contaram-me	1
contarei	1
contavam	1
conte	1
contempla	1
contemplando-as	1
contemplar-te	1
contemplação	1
contemplou-lhe	1
contemplá-lo	1
contemporizava	1
contendeu	1
contentavam	1
conterrâneo	1
contestar	1
continente	1
continuaram	1
continuarem	1
continuava	1
continuei	1
contivessem	1
contorceu-se	1
contou-lhe	1
contou-me	1
contou-nos	1
contradição	1
contrafeito	1
contraia	1
contrariado	1
contrariedades	1
contrariou	1
contrariou-a	1
contração	1
contrações	1
contrários	1
contudo	1
contém	1
convalescença	1
convencem	1
convencer	1
convenceu	1
convenceu-se	1
convencido	1
convencionada	1
conveniente	1
conventual	1
convençamos	1
convergiram	1
conversava	1
conversações	1
conversou	1
convertido	1
convidado	1
convidou	1
convite	1
convive	1
conviveram	1
convivência	1
convulsa	1
convulsamente	1
convulsivamente	1
convulsão	1
convulsões	1
convém	1
copia	1
copiosas	1
corajoso	1
corando	1
corcovos	1
corda	1
cordel	1
cordões	1
coretas	1
coronha	1
corou	1
corporais	1
corpulência	1
corre	1
correm	1
correra	1
correrás	1
corresponder-se	1
correto	1
corri	1
corrida	1
corrido	1
corridos	1
corrigida	1
corrigir	1
corrompidos	1
corrosivo	1
cortado	1
cortados	1
cortar	1
cortejada	1
cortejar	1
cortejava	1
cortesias	1
cortou-lhe	1
cosendo-se	1
cosido	1
costados	1
costumada	1
costumavam	1
costura	1
cotovelo	1
couce	1
couro	1
cova	1
covil	1
coxo	1
coze-se	1
cozinhados	1
coçando	1
coçava	1
cravados	1
cravina	1
cravo	1
cravos	1
crescente	1
criadas	1
criador	1
criara	1
criaturas	1
criação	1
criminosos	1
criou	1
crises	1
crisol	1
cristão	1
cristãos	1
cru	1
crueza	1
cruz	1
cruzou	1
crê-lo	1
crêem	1
crítica	1
cubra	1
cubículo	1
cuida	1
cuidado	1
cuidados	1
cuidam	1
cuidaram	1
cuidará	1
cuidavam	1
cuides	1
cuido	1
cuidou	1
cultivado	1
cultivava	1
cumpra-se	1
cumprida	1
cumprido	1
cumprimento	1
cumprir-se	1
curada	1
cursava	1
curvados	1
custa-nos	1
custado	1
custar	1
custas	1
custo	1
custosa	1
custou	1
cutelos	1
cálculos	1
cálices	1
cálix	1
câmaras	1
cântaro	1
cãs	1
córrego	1
cós	1
cômoda	1
cômoro	1
cônsul	1
dados	1
danada	1
danificá-los	1
daquilo	1
dar-lhes	1
dar-me	1
dar-te	1
darem	1
dares	1
darás	1
data	1
date	1
davinas	1
de-Trás	1
debruça	1
debruçado	1
debulhada	1
debulhou-se	1
decente	1
decentemente	1
decidido	1
decidir	1
decifrar	1
decisiva	1
declarar	1
declarou	1
declinando	1
declinar	1
declive	1
decrepitude	1
decrépita	1
decência	1
dedica	1
dedicado	1
deduz	1
defeitos	1
defender-se	1
defenderem	1
defendia	1
defensores	1
definiu	1
defunto	1
degradação	1
degredassem	1
dei-lhe	1
deitar	1
deitou	1
deixa-as	1
deixamos	1
deixando-o	1
deixando-se	1
deixar-me	1
deixaria	1
deixaste	1
deixava	1
deixavam	1
deixei	1
deixem	1
deixemos	1
deixo-o	1
deixá-la	1
deixássemos	1
delataram	1
deleitou	1
deliam	1
deliberou	1
delicada	1
deliciava-se	1
delirante	1
delirava	1
delirou	1
delito	1
delitos	1
delongaremos	1
delongas	1
delírios	1
demagogo	1
demasia	1
demasiada	1
demasiadamente	1
demonstrar	1
demorar-se	1
demorara	1
demorarem	1
demoraria	1
demoras	1
demorava-se	1
demorou-se	1
demorá-la	1
demudou	1
denegridos	1
denominava	1
denotassem	1
denotava	1
dentes	1
denunciado	1
denunciar	1
denunciou	1
deparou-me	1
depende	1
depender	1
deperecimento	1
deprecia	1
depressinha	1
depunham	1
depurador	1
depurava	1
depôs	1
dera-as	1
deras-me	1
derem	1
deres	1
derivado	1
derradeiros	1
derrama	1
derreter-se	1
derrubado	1
desabafando	1
desabafo	1
desabar	1
desabrida	1
desabrido	1
desafeta	1
desafiado	1
desafogar	1
desafogo	1
desafogue	1
desagrado	1
desagradável	1
desalmado	1
desamarraram	1
desampares	1
desamparou	1
desamparou-me	1
desandava	1
desaparecido	1
desapego	1
desarmado	1
desassombrada	1
desassombrado	1
desassossego	1
desatinado	1
descansar	1
descansem	1
descanso	1
descarregava	1
desceria	1
descida	1
descoberto	1
descobertos	1
descobrir	1
descobriram	1
desconcertar	1
desconfia	1
desconfiado	1
desconfias	1
desconfiava	1
desconfiem	1
desconfiou	1
desconheciam	1
desconheço	1
descontado	1
descontentamento	1
desconto	1
descora	1
descravou	1
descrever	1
descrevias	1
descritas	1
descuidara-se	1
descuido	1
desculpa	1
desculpa-o	1
desculpar	1
descíamos	1
desdenhou	1
desditosa	1
desditoso	1
desdobrava	1
desdém	1
desejam	1
desejava	1
desembaraçado	1
desembarcava	1
desembargadores	1
desembargo	1
desempeces	1
desencapelaram-se	1
desencontrados	1
desenlaçadas	1
desenrolando	1
desenrugou	1
desentorpecia	1
deserdar	1
desesperança	1
desespero	1
desfalecimento	1
desfaleço	1
desfalque	1
desfazerem-se	1
desfecho	1
desfecho-lha	1
desfiguração	1
desfizera-se	1
desfizeram	1
desfolhados	1
desforra	1
desforrar-se	1
desforço	1
desgarrar	1
desgostar	1
desgostoso	1
desgracioso	1
desgraçadamente	1
desgraças	1
desigual	1
desiludida	1
desinteressadamente	1
desistiu	1
deslaçar	1
desleal	1
deslocara	1
desluzida	1
desmedrou	1
desmentiam	1
desmentir	1
desnorteado	1
desobedece	1
desobedecesse	1
desobedeço	1
desobediente	1
desonrado	1
desonram	1
desoras	1
desordenada	1
desordens	1
despedaçar	1
despedindo-se	1
despedir-se	1
despedira-se	1
despediu	1
despediu-se	1
despeitosas	1
despersuadi-lo	1
despersuadiu	1
desperta	1
despertador	1
despertar	1
despertou	1
despesa	1
despicando	1
desprazia	1
desprender-se	1
desprezando	1
desprezou-as	1
desprimorando-lhe	1
despropósito	1
desprovidos	1
dessas	1
dessem	1
desses	1
destacado	1
desterrado	1
desterraram	1
destes	1
destilação	1
destinada	1
destinar-lhe	1
destreza	1
desumanidade	1
desusadas	1
desvairadamente	1
desvairadas	1
desvaneceram	1
desvanecê-la	1
desvelara	1
desvelava	1
desviar	1
desviar-lhe	1
detença	1
determina	1
determinadas	1
determino	1
detesto	1
detivera	1
detiveram	1
detração	1
deu-o	1
deuses	1
devassas	1
devesas	1
devora	1
devorada	1
devotas	1
devoto	1
dezenove	1
dezessete	1
diabólico	1
diacho	1
dialogando	1
difamador	1
diferentes	1
difíceis	1
digam	1
digeria	1
digestão	1
dignamente	1
dignas	1
dignos	1
digo-lhe	1
digo-lho	1
dilacerantes	1
diligencia	1
diligências	1
diminui	1
diminutivo	1
dinheiroso	1
dinástica	1
diplomata	1
direções	1
dirigi-la	1
dirigindo-se	1
dirigir	1
dirigisse	1
dirigiu-se	1
discorrendo	1
discorrer	1
discorrera	1
discreto	1
discussão	1
discutindo	1
discuto	1
discórdia	1
disfarçada	1
disforme	1
disparate	1
dispendiosa	1
dispensa-os	1
dispensando	1
dispensava	1
dispenso	1
disputa	1
dispôs-se	1
disse-lhes	1
disser	1
dissesses	1
dissimula	1
dissimulada	1
dissimular-se	1
dissipadora	1
dissuadi-lo	1
distante	1
distender-lhe	1
distendeu	1
distendiam	1
distinguisse	1
distintas	1
distinto	1
distintíssima	1
distinção	1
disto	1
distraia	1
distraído	1
distribuir	1
diversa	1
diversão	1
diversões	1
divertirem-lhe	1
dividas	1
divisara	1
divorciado	1
diz-me	1
dize-lho	1
dize-me	1
dizer-se	1
diziam	1
doação	1
dobra	1
dobrada	1
dobrado	1
dobrando	1
dobravam	1
dobre	1
dobrou-se	1
doentio	1
doidivanas	1
doloroso	1
domina	1
domingo	1
dominicanas	1
domínios	1
dono	1
donos	1
dorida	1
dormindo	1
dotada	1
dotou	1
dourado	1
doutra	1
doutro	1
doutros	1
doçura	1
dragões	1
drama	1
duns	1
duradoura	1
durar	1
durezas	1
duro	1
durou	1
duvida	1
duvidas	1
duzentos	1
dás-me	1
débeis	1
débil	1
dê-lhe	1
dír-ta	1
dívida	1
dó	1
dói	1
dúvidas	1
dúzia	1
eclesiástica	1
eclesiásticas	1
eclipsava	1
economia	1
edificante	1
efetivamente	1
eficácia	1
egoísmo	1
ei	1
elegante	1
eleição	1
emaranhavam	1
embaciados	1
embaciou	1
embalsama	1
embalsamado	1
embaralhadas	1
embarcou	1
embargava	1
embargo	1
embicaria	1
emborcou	1
embrenhara	1
emenda	1
emergi-lo	1
emissários	1
empeceu	1
empenhara	1
empenho	1
empeços	1
emplastros	1
empoavam	1
emprega	1
empresa	1
emprestou-lhe	1
empuxões	1
encaixotar	1
encalço	1
encaminhá-la	1
encamisadas	1
encantadoras	1
encantos	1
encapelamento	1
encapotado	1
encarando	1
encarcerados	1
encarecer	1
encargo	1
encarnada	1
encarrega	1
encarregado	1
encarregava-se	1
encarregou-a	1
encarreguei	1
encerram	1
encerrar	1
encerrava-se	1
encerrou	1
encerrá-la	1
enchem	1
enciclopedistas	1
enclausurada	1
encolerizado	1
encolhe	1
encontra	1
encontrado	1
encontrando	1
encontrará	1
encontrei	1
encontrei-o	1
encontrá-la	1
encorreadas	1
encostou	1
endoidecer	1
endoideci	1
endoidecia	1
energia	1
energicamente	1
enfadada	1
enfadamento	1
enfadar	1
enfadasse	1
enfaixava	1
enfermidade	1
enfiando	1
enfiou	1
enflorava	1
enforcados	1
enfreava	1
enfronhado	1
enfurecidamente	1
enfurecido	1
enfurecimento	1
engana-se	1
enganaram	1
enganasse	1
enganei	1
engano	1
enganou	1
engarrafado	1
engatilhadas	1
engenho	1
engenhoso	1
engorda	1
engrampa-o	1
enjôo	1
enlamear	1
enlaçadas	1
enleado	1
enlevara	1
enlevavam	1
enlouquecer	1
enlouquecera	1
enobrecia	1
enojos	1
enormes	1
ensaia	1
ensarilhar	1
ensinarem	1
entalara	1
entanguido	1
entende	1
entende-se	1
entendedores	1
entender-se	1
entendeu	1
entendi	1
entendia	1
enterneciam-na	1
enternecido	1
entradas	1
entram	1
entrando	1
entranhas	1
entraria	1
entrasse	1
entrassem	1
entrava	1
entravam	1
entrega	1
entregando-lhe	1
entregar-lhe	1
entregará	1
entregava	1
entrego	1
entregou	1
entregou-lhe	1
entregue-lhas	1
entrementes	1
entreter	1
entrevadas	1
entrevista	1
entreviu	1
entro	1
entumecidas	1
entusiasmos	1
envasilhas	1
envelhecido	1
envergonhados	1
enviado	1
enviando-lhe	1
enviar-te	1
enviara	1
envidava	1
envolto	1
envoltórios	1
envolvesse	1
envolvia	1
envolvê-los	1
enxame	1
enxugadas	1
enxugando	1
enxugara	1
enxugava	1
enxugou	1
episódio	1
equipagens	1
eram-lhe	1
erguera-se	1
ergueram	1
erguerem-se	1
erguesse	1
ergueu	1
erguia	1
erguido	1
ergástulo	1
eriçavam	1
ermos	1
errado	1
erro	1
erros	1
esbofados	1
escadaria	1
escadinhas	1
escaldava	1
escaleiras	1
escandescência	1
escano	1
escapa	1
escapam	1
escapar-se	1
escaparia	1
escarpada	1
escassas	1
escassos	1
escolhe	1
escolher	1
escolheria	1
escolheu	1
escolhida	1
escolho	1
escondem-se	1
escondendo	1
escondidas	1
escorreita	1
escorrendo	1
escorrer	1
escorrer-lhe	1
escorrerem	1
escravada	1
escreva	1
escrever-lhe	1
escrever-te	1
escreveu-me	1
escrivaninha	1
escrivão	1
escrúpulos	1
escudo	1
esculpir	1
escultor	1
escuras	1
escuridão	1
escusada	1
escutara-a	1
escutava	1
escutou	1
escutou-a	1
escárnio	1
escândalos	1
esfola	1
esfolarem	1
esfrega	1
esfregar	1
esfriou-lhe	1
esmago-o	1
esmaltes	1
esmerilhou	1
esmero	1
esmolas	1
esmolou	1
esmorece	1
espada	1
espaireceres	1
espalhar	1
espancaram-no	1
espancou	1
espancou-a	1
espancá-la	1
espanta-me	1
espantada	1
espantadas	1
espantar	1
espantara-se	1
espantosa	1
espantou	1
espantou-se	1
esparto	1
espavorida	1
espaçar	1
espaços	1
especiais	1
especialíssima	1
especulativo	1
espelho	1
espera-te	1
esperam-na	1
esperar-nos	1
esperar-te	1
esperavam	1
espere	1
esperes	1
esperta	1
espessas	1
espessos	1
espessura	1
espetáculos	1
espiando	1
espiava	1
espinhos	1
espinhosa	1
espirituais	1
espiráculos	1
esplanava	1
esplendidíssima	1
esplendoroso	1
esponja	1
espontaneamente	1
esporas	1
esporeavam-no	1
espreitarem	1
espreitarem-me	1
espremer	1
espécies	1
espôo	1
esquadra	1
esquartejassem	1
esquecer-me	1
esqueceu	1
esquecida	1
esqueças	1
esquisitos	1
essencial	1
estabelecer	1
estafado	1
estafar	1
estagnação	1
estalagens	1
estalajadeiros	1
estarcimento	1
estarem	1
estarias	1
estarrecia	1
estarrecida	1
estatura	1
estava-se	1
estações	1
estejas	1
estendendo	1
estendendo-lhe	1
estendesse	1
estendeu-lhe	1
estendidos	1
estertoroso	1
estimaram	1
estimava	1
estimulo	1
estio	1
estiveres	1
estivéssemos	1
estonteasse	1
estorce	1
estorvo	1
estos	1
estragava	1
estragava-me	1
estranho	1
estrebuxamento	1
estreiam	1
estremaram	1
estremecidamente	1
estrepitosamente	1
estriba	1
estridente	1
estrinça	1
estrondosa	1
estrondosamente	1
estrondoso	1
estropeada	1
estréia	1
estrídulo	1
estuda	1
estudava	1
estudiosa	1
estudos	1
estupidamente	1
estupidez	1
esturrínho	1
estância	1
estúpida	1
esvaiu	1
esvaída	1
esvaídos	1
esverdeava	1
esvoaçando	1
esvoaçou	1
etc	1
etiquetas	1
etéreas	1
evangelhos	1
evangélico	1
evasiva	1
evidente	1
evitar	1
evocava	1
ex	1
ex-corregedor	1
exacerbavam	1
exames	1
exasperada	1
exato	1
exceção	1
exceções	1
exclama	1
exclamara	1
exclamavam	1
exclusão	1
executa	1
exemplar	1
exemplares	1
exemplos	1
exercício	1
exigindo	1
existia	1
exonerado	1
exorcismar	1
exorcismos	1
expandir-se	1
expediu	1
experimental	1
expiados	1
explica	1
explicam	1
explicando	1
explicara	1
explicares	1
explicaria	1
explicas	1
explicação	1
explicações	1
explosões	1
expressa	1
expressão	1
exprimia	1
exprimia-se	1
exprimiam	1
exprimir-se	1
expulsar	1
expulsava	1
extenuavam	1
exterior	1
extinta	1
extrato	1
extravagância	1
extravagâncias	1
extraímos	1
extremamente	1
exércitos	1
fabricara	1
facadas	1
fachada	1
facultativo	1
facécias	1
fadiga	1
fadou	1
faisca	1
faixa	1
falam	1
falaram-se	1
falarei	1
falarem	1
falarem-lhe	1
falaremos	1
falas	1
falasse	1
falatórios	1
falavas	1
falecer	1
falecesse	1
falecida	1
falecido	1
falo	1
falou-lhe	1
falsa	1
falsamente	1
falsas	1
falsos	1
faltam	1
faltar	1
faltas	1
faltasse	1
faltavam	1
faltavam-lhe	1
fama	1
famoso	1
famosos	1
fantasma	1
farda	1
fariam	1
farsa	1
farta	1
farte	1
fascinada	1
favas	1
favoreceu-o	1
faz-lhe	1
faz-se	1
faze	1
fazem-se	1
fazendo-lhe	1
fazer-lhe	1
fazer-me	1
fazer-te	1
fazerem	1
fazê-la	1
fazê-lo	1
façanhas	1
fechadas	1
fechadura	1
fechando	1
fecharia	1
fechasse	1
feche-a	1
fecundando	1
feira	1
feirar	1
felicito-me	1
fendesse	1
fenos	1
fera	1
ferira	1
ferrada	1
ferragem	1
ferrando	1
ferrar	1
ferreiro	1
ferrolhos	1
ferrou	1
fervente	1
ferver	1
festejados	1
festejavam	1
fevereiro	1
fiar	1
fiara	1
fiavam	1
fica	1
ficado	1
ficamos	1
ficarão	1
ficasses	1
ficaste	1
fidalguia	1
fidalguinho	1
figurar	1
figuravam	1
filamentos	1
fileira	1
filhinha	1
filtra	1
filáucia	1
filósofos	1
finados	1
fincava	1
findar	1
finge-te	1
fingia-se	1
fingindo	1
fingir-se	1
fingiu	1
fingiu-se	1
fino	1
finos	1
fins	1
fios	1
fique	1
fitam	1
fitando	1
fitando-a	1
fitara	1
fitas	1
fitá-la	1
fivelas	1
fixidez	1
fiz-lhe	1
fiz-me	1
fizeste	1
flanco	1
flato	1
flautas	1
florestas	1
fogem	1
foi-lhe	1
foi-o	1
folgadas	1
folgaria	1
folgava	1
folgo	1
folha	1
folhas	1
forcas	1
force	1
forem	1
formada	1
formalmente	1
formar-se	1
formara	1
formas	1
formosas	1
fornece	1
fortalecido	1
fortalecê-lo	1
forçado	1
forçara	1
forçassem	1
forçou-a	1
fosses	1
foste	1
fraca	1
fraco	1
francesa	1
franciscanos	1
franqueza	1
fraquinha	1
frases	1
fraturada	1
frei	1
frenesis	1
freneticamente	1
frequenta	1
frequentado	1
frequentasse	1
frequentava	1
fria	1
frialdade	1
frigido	1
froixos	1
frontais	1
frouxa	1
frouxo	1
fruto	1
frutos	1
frígido	1
fueiro	1
fugia-lhe	1
fugindo	1
fugirei	1
fugitivos	1
fuja	1
fujas	1
fulgor	1
fulgurasse	1
fundador	1
fundo	1
funeral	1
funesta	1
funileiro	1
funções	1
furiosamente	1
furão	1
fustão	1
futura	1
fábrica	1
fábula	1
fácil	1
física	1
físicos	1
fôlego	1
galgando	1
galho	1
galinhas	1
galo	1
galã	1
galãs	1
galés	1
ganha	1
ganhe	1
ganhos	1
garrafa	1
garrafeira	1
garte	1
gasnete	1
gasta	1
gatilho	1
gela	1
gementes	1
gemer	1
geneologia	1
generais	1
generosidade	1
generoso	1
genro	1
geram	1
gerações	1
gesticulava	1
giesta	1
giestas	1
ginetes	1
gloriosos	1
golfadas	1
golpes	1
gonzos	1
gorda	1
gorgomilos	1
gorjeta	1
gostou	1
gotas	1
governadores	1
governar	1
gozando	1
gozasse	1
gozo	1
gradeamento	1
graduado	1
graduamos	1
graduava	1
grandemente	1
grandeza	1
granjear	1
grega	1
grinaldas	1
gritaria	1
gritava	1
gritou	1
grossa	1
grosseira	1
grossos	1
guardada	1
guardar-lhe	1
guardas	1
guarneciam	1
guerra	1
guia	1
guiava	1
guilhotina	1
gáveas	1
gênero	1
gênios	1
habitantes	1
habitação	1
habitual	1
habituar	1
hajam	1
haveres	1
haverá	1
hedionda	1
herdar	1
herdei	1
herdeira	1
heresia	1
