Word	Occurrences
companheira	2
compassivo	2
compleição	2
comprar	2
comprasse	2
compressas	2
comutação	2
conde	2
condenados	2
condescendência	2
confesso	2
confidente	2
confortadoras	2
conforto	2
conhecedor	2
conhecido	2
conhecidos	2
conhecimento	2
conjetura	2
conosco	2
conselhos	2
consente	2
consentiu	2
consolar	2
consolação	2
consta	2
contaram	2
contei-lhe	2
contemplando	2
conteúdo	2
continuada	2
continuar	2
conto	2
contou	2
convença-se	2
convicção	2
convicções	2
convinha	2
convulsiva	2
copinho	2
cordame	2
cordas	2
coroa	2
corredor	2
correndo	2
corriam	2
cortada	2
cortesia	2
cortinas	2
costume	2
costumes	2
costurar	2
creia	2
cria	2
criancice	2
criança	2
cruel	2
crânio	2
cuidei	2
cujas	2
cujos	2
culpas	2
cumpra	2
cumprir	2
cumpriu	2
curativo	2
curiosidade	2
cálice	2
cárceres	2
cântaros	2
damas	2
dando	2
davam	2
decorridos	2
dedicação	2
defeito	2
deitar-se	2
deitou-se	2
deixa-me	2
deixes	2
deixo	2
delas	2
demente	2
demora	2
demorava	2
dentre	2
depositou	2
derradeira	2
derradeiras	2
derrota	2
desamparado	2
desamparo	2
desaparecera	2
desaparecimento	2
descansada	2
descansado	2
descendentes	2
descendo	2
descobre	2
desdouro	2
deseja	2
desejo	2
desfalecida	2
desfechou	2
desfitou	2
desgostos	2
desilusão	2
desonra	2
despedida	2
despeito	2
despesas	2
desprezo	2
desprovido	2
dessa	2
destas	2
desvelos	2
desígnio	2
deu-a	2
deu-se	2
devassa	2
devassar	2
devem	2
deves	2
diferença	2
dificuldade	2
difícil	2
diga-lhe	2
digas	2
direção	2
dirá	2
discrição	2
discurso	2
discursos	2
disposta	2
disposto	2
dissabor	2
dissessem	2
disseste	2
ditames	2
ditosa	2
ditoso	2
dizia-lhe	2
dizias	2
doce	2
doida	2
domínio	2
dotes	2
dou-lhe	2
dou-te	2
doutrinas	2
doze	2
dumas	2
duque	2
duvidava	2
duvidou	2
dádiva	2
dê-me	2
dócil	2
economias	2
edifício	2
efeito	2
embarcação	2
empalideceu	2
empregar	2
empresta	2
enamorado	2
encarar	2
encarregou	2
encher	2
encobertos	2
encontrados	2
encontrarem	2
encosta	2
encostou-se	2
enfermeira	2
enfim	2
enforcar	2
engana	2
enganado	2
enorme	2
ensanguentado	2
entraram	2
entregasse	2
entregue	2
entretanto	2
envergonhada	2
enviar-lhe	2
enxutos	2
epíteto	2
erguendo	2
erguer-se	2
escadas	2
escadinha	2
esclarecer	2
escolta	2
esconderijo	2
escondeu	2
escrevendo	2
escrevera	2
escritas	2
escrito	2
escuro	2
escutar	2
esmagou	2
espanhola	2
espanto	2
espavorido	2
esperou	2
espetáculo	2
esposas	2
espreitava	2
esquecido	2
esquerda	2
esquerdo	2
esqueça	2
estado	2
estendeu	2
estilo	2
estive	2
estivera	2
estouro	2
estreita	2
estremeceu	2
estremecida	2
estribo	2
estrépito	2
estudar	2
esturrinho	2
está-me	2
eterna	2
evidência	2
examinar	2
excediam	2
expansão	2
expediente	2
experiência	2
explicar	2
expressões	2
extrema	2
faces	2
falar-lhe	2
fale	2
falece	2
farei	2
farias	2
fará	2
fatal	2
fazendo	2
faísca	2
fechado	2
fechar-se	2
feia	2
feitio	2
feitos	2
feição	2
fel	2
felizmente	2
feras	2
feridas	2
fervor	2
festivo	2
ficara	2
ficaria	2
ficasse	2
fidalgas	2
fidalgos	2
fidalguinha	2
fie	2
finais	2
finezas	2
fiquei	2
fiquem	2
firmeza	2
fisionomia	2
fitava	2
fito	2
flama	2
flautista	2
fome	2
fonte	2
formoso	2
formosura	2
formosíssima	2
forçar	2
franca	2
fraqueza	2
freguesia	2
frenesi	2
frequentar	2
frequentes	2
frias	2
frios	2
frito	2
fuga	2
fugira	2
funestos	2
furioso	2
futuros	2
férias	2
galhofeiro	2
ganhar	2
garras	2
genealogias	2
gentil	2
geração	2
gesticulando	2
glacial	2
glórias	2
gosto	2
granjeara	2
grato	2
grave	2
gravidade	2
grita	2
grupo	2
guiar	2
haja	2
havemos	2
haveria	2
hein	2
herança	2
heroísmo	2
herói	2
hinos	2
hipócrita	2
horizonte	2
houver	2
hábito	2
ias	2
ido	2
ignomínia	2
ignorância	2
igualmente	2
ilustres	2
ilusões	2
imaginar	2
imediata	2
impedia	2
inalteráveis	2
incoerências	2
indicando-lhe	2
indiferente	2
indício	2
inexorável	2
infalível	2
infelicidade	2
influência	2
informado	2
infância	2
injúria	2
injúrias	2
inspira	2
instantaneamente	2
instigado	2
instintivamente	2
instou	2
instâncias	2
insultos	2
inteiras	2
intento	2
intenções	2
interesse	2
interrogador	2
interrogá-lo	2
intervalo	2
intratável	2
intriguista	2
inventa	2
inverno	2
inútil	2
irado	2
irritada	2
irás	2
irônica	2
junto	2
justo	2
labareda	2
lances	2
lança	2
lançou-lhe	2
lareira	2
lateral	2
lavada	2
lavrar	2
leal	2
lembra	2
lembram	2
lembre-se	2
lembrou	2
lenha	2
lenta	2
letargia	2
letra	2
levada	2
levantada	2
levantar	2
levaria	2
levará	2
levasse	2
levemente	2
leves	2
levo	2
lhos	2
lia	2
licenças	2
limpando	2
limpeza	2
linda	2
linguagem	2
lividez	2
livra	2
livrar-se	2
livrá-lo	2
louvado	2
luzir	2
lápis	2
légua	2
línguas	2
machos	2
malga	2
mana	2
manas	2
mancha	2
mandar-lhe	2
mandarem	2
mande	2
margens	2
martelo	2
marujo	2
matado	2
matadores	2
mataram	2
matemáticas	2
matéria	2
maus	2
medicina	2
medida	2
meditando	2
melancólica	2
melancólico	2
menor	2
mente	2
mentir	2
mentiu	2
merecem	2
merecer	2
meta	2
minorar	2
minuciosamente	2
missa	2
missão	2
misteriosa	2
misterioso	2
mistério	2
miudamente	2
miudezas	2
moda	2
moitas	2
montanha	2
montanhas	2
monte	2
mora	2
moral	2
morgada	2
moribundo	2
mormente	2
morra	2
morras	2
morrerei	2
morrerás	2
morri	2
mortais	2
mortificava	2
mostrar	2
motivo	2
moveu	2
mulas	2
mártires	2
máximas	2
mãezinha	2
móveis	2
música	2
namorados	2
namorando	2
naqueles	2
naturalmente	2
navio	2
navios	2
necessidade	2
necessidades	2
necessárias	2
negociar	2
negra	2
negro	2
negócio	2
nestas	2
neta	2
ninho	2
nisto	2
nobres	2
nojo	2
noticias	2
notou	2
notícias	2
noviça	2
novos	2
obedecer	2
obediência	2
obreia	2
obrigada	2
obrigado	2
obrigar-me	2
obrigações	2
observava	2
ocasião	2
ocasiões	2
odiosa	2
oferecer-lhe	2
ofereceu	2
ofereço	2
oiro	2
oitenta	2
olfato	2
ondas	2
ordenou	2
orgulho	2
orgulhoso	2
orou	2
ossos	2
ousava	2
ouves	2
ouvindo	2
ouvintes	2
ouvir-se	2
ouviu-a	2
oxalá	2
padecente	2
padecimentos	2
palma	2
palácio	2
par	2
parados	2
parar	2
parava	2
parece-me	2
pareciam	2
parenta	2
parentela	2
paroxismos	2
particular	2
partido	2
partindo	2
pasmo	2
passada	2
passasse	2
passava	2
pedras	2
pedrês	2
pegou	2
pendente	2
penitência	2
pensadores	2
pensamentos	2
pensei	2
pequeno	2
percebeu	2
perda	2
perdeu-se	2
perdida	2
perdoa	2
perdoar	2
pergunta	2
perguntei	2
perguntou-lhe	2
perigos	2
perigoso	2
pernear	2
perseguidores	2
perspectiva	2
persuadida	2
pertinácia	2
peso	2
peço-lhe	2
peçonha	2
piedosa	2
piedosos	2
placidamente	2
poderá	2
podias	2
poesia	2
poeta	2
pondo	2
ponho	2
pontilhão	2
porco	2
portadora	2
portanto	2
posição	2
posta	2
postos	2
potências	2
poupa	2
praga	2
praticando	2
prazo	2
preces	2
precisa	2
precisam	2
predileta	2
preparado	2
preparando	2
prestígio	2
preta	2
princípios	2
privar-se	2
privasse	2
processo	2
proferiu	2
professar	2
profundo	2
prometia	2
proporção	2
prosápia	2
protestar	2
prova	2
provedor	2
proveitoso	2
providências	2
provinciano	2
próximo	2
pudesses	2
pulsos	2
páginas	2
põe	2
quadro	2
qualidade	2
quantas	2
quantia	2
quantos	2
quebra	2
quebrada	2
quebranta	2
quebranto	2
quebrar	2
querem	2
querendo	2
queres	2
quimeras	2
quinteiro	2
quiseram	2
raios	2
raiva	2
ralo	2
reabilitação	2
realidade	2
rebate	2
rebuliço	2
recalcitrou	2
receba	2
recebe	2
receber	2
recebi	2
recebida	2
recebido	2
recebo	2
reclusa	2
recomendou	2
recoveiro	2
recuou	2
reflexo	2
reflexão	2
reflexões	2
reforma	2
refúgio	2
regicida	2
regimento	2
regularmente	2
reitor	2
relance	2
religião	2
relíquias	2
removido	2
rendimentos	2
renome	2
reparado	2
reparando	2
repare	2
reparos	2
reparou	2
repontar	2
reputação	2
reservara	2
residência	2
resmungou	2
resolvera	2
respiração	2
responde	2
respondendo	2
responder-lhe	2
respondera	2
respondesse	2
respostas	2
ressuscitar	2
restante	2
restituir	2
resto	2
restolho	2
resultados	2
retirava	2
retábulo	2
revelou	2
reveses	2
revés	2
ridículo	2
rigorosa	2
rigoroso	2
rindo	2
rio	2
risadas	2
riso	2
roda	2
rolo	2
romarias	2
roupa	2
ruído	2
rédea	2
régia	2
rústico	2
sabendo	2
saberá	2
sacrificar	2
saia	2
salas	2
saltado	2
saltar	2
salvar	2
salvá-la	2
santas	2
santidade	2
saudável	2
saíste	2
sebe	2
seca	2
seco	2
secretamente	2
sectários	2
seda	2
seguimento	2
seguintes	2
seguir	2
seguiu-o	2
segundos	2
sejas	2
semelhante	2
senhores	2
sensibilidade	2
sensível	2
sentando-se	2
sentar	2
sentar-se	2
sentava-se	2
sentenças	2
sentidos	2
sentimento	2
separação	2
sepulcro	2
serei	2
serenidade	2
serve	2
serviço	2
serviços	2
setenta	2
sina	2
sincera	2
singela	2
sob	2
soberba	2
sobra	2
sobressalto	2
sobressaltos	2
socalcos	2
sociedade	2
socorrer	2
sofre	2
soldados	2
solene	2
solitárias	2
soluçava	2
sonho	2
sorria	2
sorriu	2
sorriu-se	2
sossegado	2
subitamente	2
submissão	2
subsistência	2
sucedido	2
sucumbir	2
sufocada	2
suicídio	2
suplicante	2
suplício	2
suprema	2
suspendeu	2
sustentar	2
sustentação	2
susto	2
sê-lo	2
sítio	2
tantos	2
tapada	2
tarda	2
temeroso	2
templo	2
temporário	2
ter-se	2
terceira	2
termo	2
terras	2
terrível	2
testemunhas	2
tido	2
tirada	2
tiveres	2
tivesses	2
tocar	2
tomando-lhe	2
tombadilho	2
tome	2
torcicolos	2
torre	2
torrente	2
trabalhar	2
tradição	2
trago	2
tragédia	2
tranquila	2
transferência	2
transfiguração	2
transportada	2
transportado	2
transporte	2
tratos	2
travessa	2
traz	2
trazem	2
trejeitos	2
tremer	2
trespasse	2
treze	2
tristeza	2
troco	2
trombas	2
tronco	2
tábuas	2
unhas	2
urzes	2
vaca	2
vacilantes	2
valentão	2
valiam	2
vara	2
vasilhas	2
veemência	2
vencendo	2
vencido	2
vendeu	2
vendo	2
vendo-a	2
veneno	2
venho	2
vento	2
ver-te	2
verem	2
veria	2
vestir-se	2
vidros	2
vieram	2
vil	2
vila	2
vilão	2
vim	2
vinda	2
violências	2
viração	2
virtuosa	2
visconde	2
visita	2
visão	2
visões	2
vitela	2
vitória	2
vivas	2
vivendo	2
viveu	2
vivido	2
vizinhança	2
vizinhanças	2
vizinhos	2
você	2
voga	2
voltara	2
voltarei	2
volto	2
vozes	2
vulcões	2
véspera	2
vês	2
zagalotes	2
África	2
Ásia	2
ás	2
átrio	2
âncora	2
útil	2
!..	1
,.	1
.!	1
.!...	1
.,	1
...!	1
...,	1
.?	1
1	1
10	1
1758	1
1767	1
1779	1
1784	1
1800	1
1801	1
1861	1
1862	1
232	1
24	1
27	1
4	1
6	1
7	1
8	1
Abandonou-o	1
Abençoado	1
Abomino	1
Abra	1
Abra-me	1
Abram-me	1
Abraçou	1
Abre-me	1
Abria	1
Abriram-se	1
Absolvo	1
Acabo	1
Acabou-se	1
Acaso	1
Aceita	1
Aceita-a	1
Aceito	1
Acerca	1
Acertou	1
Acha	1
Achei-me	1
Achei-o	1
Acho	1
Acintemente	1
Aconselharam-lhe	1
Aconselhou	1
Acontecera	1
Aconteceu	1
Acordou	1
Acrescentava	1
Acrescentou	1
Acudiu	1
Admiro-me	1
Afastem-se	1
Afeita	1
Agudíssíma	1
Ajoelhou	1
Ajuda	1
Ajuizadamente	1
Ajuntava	1
Ajuntou	1
Alcobaça	1
Ali	1
Alma	1
Almacave	1
Almoce	1
Almudena	1
Alto	1
Ama-me	1
Amaro	1
Amou	1
Ampare-me	1
Amália	1
Amém	1
Animados	1
Animava-a	1
Animou-o	1
Anselmo	1
Antes	1
Anunciara-se	1
Apague-se	1
Apearam	1
Apelou	1
Apeou	1
Aperra	1
Apertar-lhe	1
Apontando-a	1
Apostar	1
Aquele	1
Aqueles	1
Araújo	1
Arranjou	1
Arrepiam-se	1
Arriba	1
Arte	1
Assombrou-lhe	1
Atira	1
Atou	1
Atrás	1
Ausente	1
Autor	1
Ave-Maria	1
Ave-Marias	1
Aveiro	1
Avisada	1
BRANCO	1
Badajoz	1
Balsemão	1
Baltazar	1
Balzac	1
Barca	1
Beijou	1
Bela	1
Bemposta	1
Bendito	1
Bernardim	1
Boa	1
Boas	1
Bomjardim	1
Buscaram	1
Busquei	1
CAMILO	1
CASTELO	1
CONCLUSÃO	1
Cada	1
Caiu	1
Cala-te	1
Calaram	1
Calcule	1
Caldeirões	1
Camilo	1
Caminhemos	1
Cansado	1
Cartas	1
Carvalho	1
Casa	1
Chame-me	1
Chega	1
Chora	1
Choraram	1
Chorava	1
Chore	1
Chorei	1
Choremo-lo	1
Choro	1
Chorosa	1
Chorou	1
Chovem	1
Claro	1
Coelhos	1
Coma	1
Comandante	1
Começo	1
Confessa	1
Conhece	1
Conhece-a	1
Conhece-o	1
Conjeturou	1
Conseguiu	1
Considero-te	1
Consigo	1
Consolar-te	1
Conspiram	1
Consta	1
Conta-me	1
Contemplou	1
Continha	1
Conto	1
Conversa	1
Conversava	1
Coragem	1
Correias	1
Correu	1
Corunha	1
Costurava	1
Coutínho	1
Cruzou	1
Cuidava	1
Cumpra	1
Custa	1
Dai-me	1
Dali	1
Danton	1
Daquelas	1
Dar-se	1
Dava	1
Davam-na	1
Debandou	1
Decerto	1
Decorreram	1
Dedica	1
Dei	1
Deixai	1
Deixai-me	1
Deixe	1
Deixe-ma	1
Deixe-o	1
Deixou-a	1
Deixá-la	1
Deniz	1
Deram-lhe	1
Descera	1
Desconfio	1
Desculpe	1
Desculpou	1
Desgraça	1
Desgraçadamente	1
Desgraçado	1
Desmoulins	1
Desobedeceria	1
Desta	1
Deste	1
Deste-me	1
Deu-se	1
Deve	1
Devemos	1
Deves	1
Devia	1
Deviam	1
Di-lo	1
Dia	1
Dias	1
Difamá-los	1
Digesto	1
Digo	1
Dionisia	1
Dir-se	1
Dispenso-o	1
Disse-mo	1
Dissera	1
Disseram	1
Distintamente	1
Diz-lhe	1
Dizia-lhe	1
Dorme	1
Dos	1
Duma	1
Dá-lhe	1
Dê-me	1
Eles	1
Emaçou	1
Emília	1
Encarou	1
Enches	1
Encheu-se	1
Encravara	1
Enfim	1
Enganam-se	1
Enlevo	1
Entendem	1
Entenderam	1
Entendeu	1
Entra	1
Entregando	1
Entretanto	1
Entrou	1
Envolvia-se	1
Eras	1
Erguendo-se	1
Ergueu-se	1
Escorvou	1
Escreve-me	1
Escrever-lhe	1
Escrevi-lhe	1
Escrevia	1
Escutarás	1
Esmolas	1
Espanta	1
Espantou-se	1
Espera	1
Esperança	1
Espere	1
Esperei	1
Esquece-te	1
Esquecido	1
Esquecê-lo	1
Esses	1
Estacaram	1
Estado	1
Estando	1
Estará	1
Estas	1
Estavam	1
Estive	1
Estudava	1
Estão	1
Exaltara-se	1
Examinando	1
Examinou	1
FIM	1
Facilmente	1
Fala-lhe	1
Falou	1
Falou-me	1
Faltava-lhe	1
Família	1
Farei	1
Faria	1
Fatos	1
Faz-me	1
Faze	1
Fazerem-na	1
Fechada	1
Fecharam-se	1
Ferveu-lhe	1
Fica	1
Ficarás	1
Filipe	1
Finalizavam	1
Fingindo-se	1
Fiquemos	1
Fitou-os	1
Flores	1
Foge	1
Folheando	1
Fontes	1
Fora	1
Foram	1
Formara-se	1
Forte	1
Foz	1
Fr	1
Freira	1
Fugirei	1
Fui	1
Gaia	1
Garrett	1
Gemias	1
Generoso	1
Gibraltar	1
Goa	1
Gralheira	1
Gritemos	1
Guarde	1
Guarde-o	1
Guardou	1
Guardou-me	1
Guerra	1
HONRA	1
Hum	1
Hércules	1
II	1
INTRODUÇÃO	1
IV	1
IX	1
Ia	1
Ides	1
Iho	1
Imaginara	1
Importa	1
In	1
Infame	1
Inquietava-o	1
Instou	1
Investia	1
Inútil	1
Ir	1
Iremos	1
Irá	1
Jarras	1
Jau	1
Joaquim	1
Junqueira	1
Juro-lho	1
Justamente	1
Júpiter	1
Lafões	1
Lamengo	1
Lampreia	1
Lançou-lhe	1
Lançou-se	1
Lembra-te	1
Lembravam-lhe	1
Lembrou-se	1
Leva	1
Levai	1
Levanta-te	1
Levantou-se	1
Levou-a	1
Liquidada	1
Livra	1
Lucro	1
Luiz	1
Machado	1
Madrid	1
Mafra	1
Maior	1
Maldita	1
Malograda	1
Manda-me	1
Mandou	1
Mandou-me	1
Manoel	1
Maquinalmente	1
Maravilhara-os	1
Maravilhava-se	1
Marialva	1
Maridos	1
Marrocas	1
Março	1
Mataram-me	1
Matasse	1
Mau	1
Melo	1
Memórias	1
Mendes	1
Menezes	1
Menina	1
Minho	1
Mirabeau	1
Miramolim	1
Miseráveis	1
Molestavam-na	1
Momentos	1
Montou	1
Moreira	1
Morra	1
Morrer	1
Morta	1
Morto	1
Motivos	1
Moças	1
Mudou	1
Mulheres	1
Má	1
Más	1
Mãe	1
Napoleão	1
Naquele	1
Nenhuma	1
Nessa	1
Nesta	1
Nini	1
Nisto	1
Notou	1
Oeiras	1
Ofendido	1
Oferece	1
Oiro	1
Oliveira	1
Olivença	1
Orgulho	1
Ou	1
Ouve-me	1
Ouvi	1
Ouvia	1
Ouviu-se	1
Ouça-me	1
Ouço-o	1
Paciência	1
Padre-nosso	1
Par	1
Pararam	1
Pareceram-me	1
Parecia	1
Parei	1
Partiu	1
Pasmosa	1
Passada	1
Passados	1
Passe	1
Passe-me	1
Passeavas	1
Passou	1
Passou-lhe	1
Paulo	1
Pede-lhe	1
Pedem	1
Pediu-lhe	1
Pedro	1
Pela	1
Pensando	1
Pensará	1
Pensou	1
Perdi-te	1
Perdido	1
Perdição	1
Perdoa	1
Perdoará	1
Perdoe	1
Pergunta	1
Perguntam	1
Perguntava-se	1
Pergunte	1
Perguntou-lhe	1
Perguntou-me	1
Permita	1
Perseguida	1
Perseguiu-o	1
Petisca	1
Peço-lhe	1
Pilar	1
Pinhão	1
Pinto	1
Pintos	1
Poderia	1
Poderias	1
Ponderaram	1
Porquê	1
Poucas	1
Precisando	1
Prendam-no	1
Prende	1
Prenderam-me	1
Primo	1
Proferida	1
Professe	1
Prolonga	1
Promete-me	1
Prometeu-lhe	1
Prometia	1
Prometo	1
Prometo-lhe	1
Prontamente	1
Prontificou-se	1
Provas	1
Príncipe	1
Pudesse	1
Péssima	1
Qualquer	1
Quanto	1
Queluz	1
Quer-nos	1
Quer-se	1
Querem	1
Quero-a	1
Quiséramos	1
R	1
Raio	1
Ralhou	1
Reanimou-se	1
Receara	1
Recebeu	1
Recobrando	1
Recolhido	1
Reconheceu	1
Reduplicada	1
Refletem-se	1
Refreou	1
Rejeitaram-lhe	1
Rematava	1
Remorsos	1
Renuncia	1
Repicaram	1
Replicava	1
Repliquei-lhe	1
Reputo-o	1
Responda	1
Respondeu-me	1
Ressurgiram	1
Restauração	1
Restava-lhes	1
Resultou	1
Reteve-o	1
Ribeira	1
Ribeiro	1
Robespierre	1
Rodeado	1
Rodeou	1
Rogo-lhe	1
Rompeu	1
S	1
Saber	1
Sabes	1
Sabia	1
Sabido	1
Sabíamos	1
Sacramento	1
Sacrifiquei-me	1
Saint-Just	1
Saiu-lhes	1
Saltaram	1
Saltava	1
Salte	1
Saltou	1
Salva-te	1
Salve-a	1
Salve-se	1
Salvá-la	1
Sangrias	1
Sansão	1
Satanás	1
Saía	1
Saíram	1
Sebastião	1
Secaram-se	1
Segue-me	1
Seguiram-se	1
Seguiu-a	1
Seguiu-se	1
Seis	1
Senta-te	1
Sente-se	1
Sentia-se	1
Senão	1
Separam-nos	1
Ser-me	1
Serenado	1
Serra-do	1
Será	1
Sete-Estrelo	1
Significa	1
Silva	1
Sinto-me	1
Sintra	1
Soaram	1
Sobe	1
Sobre	1
Sobreiras	1
Sobressaltou-se	1
Sobretudo	1
Sofra	1
Sofre	1
Sofrerei	1
Solor	1
Sonhava	1
Sorriram-se	1
Suas	1
Suplicação	1
Supremo	1
Suspendemos	1
Susteve	1
Sócrates	1
Ta	1
Tarde	1
Tens	1
Terei	1
Terias	1
Terminou	1
Terribilíssimas	1
Terás	1
Tirar-me	1
Tire-a	1
Tiveram	1
To	1
Todavia	1
Tomadas	1
Tornou	1
Tranquilize-se	1
Tremia	1
Trindade	1
Tua	1
Tínhamos	1
VI	1
VII	1
VIII	1
Vacilou	1
Vales	1
Valongo	1
Vedando	1
Velou	1
Venceu	1
Vendeu	1
Vendi-as	1
Veneza	1
Ver-me	1
Verdade	1
Verá	1
Verás	1
Vestiu-se	1
Vi	1
Vi-o	1
Via-se	1
Viam-se	1
Vieram	1
Vilão	1
Vim	1
Vinha	1
Vir	1
Viram-na	1
Viram-se	1
Viso-Rei	1
Vive-mos	1
Você	1
Vocês	1
Voltando	1
Volvi	1
Vulcano	1
Vá-se	1
Vão-se	1
Vê-la	1
Vênus	1
X	1
XI	1
XII	1
XIII	1
XIV	1
XIX	1
XV	1
XVI	1
XVII	1
XVIII	1
abafado	1
abala	1
abandonar-nos	1
abandonara	1
abandonaria	1
abandono	1
abandonou	1
abarrotado	1
abençoarei	1
abertas	1
aberto	1
abertos	1
abertura	1
abismos	1
abnegação	1
abominar	1
abonou	1
aborrece	1
aborrecia	1
abra	1
abrangera	1
abrangia	1
abrasada	1
abrasado	1
abraçadas	1
abraçando	1
abraçando-o	1
abraçar-se	1
abraços	1
abraçá-la	1
abrem	1
abrindo	1
abrir-lha	1
abrir-se	1
abrirem	1
abriria	1
abriu-a	1
abriu-se	1
abro	1
abruptamente	1
absinto	1
absolves-me	1
absolvido	1
absolvição	1
absolvo	1
absolvê-lo	1
absorve-me	1
absorvera	1
absorvia	1
absorvida	1
abstraída	1
absurda	1
absurdas	1
abundantes	1
abundo	1
abundância	1
abóbada	1
acaba	1
acabadas	1
acabado	1
acabados	1
acabaria	1
acabo	1
acabou	1
acadêmicos	1
acarear	1
acaso	1
acedeu	1
aceito	1
aceitá-la	1
aceitá-los	1
acenando-lhe	1
acenar	1
acendeu	1
aceno	1
acerbamente	1
acercavam	1
acerejou-se	1
acertada	1
acertava	1
acertou-lhe	1
acesso	1
acha	1
achamos	1
achar-me	1
achasse	1
achava	1
achava-os	1
achavam-no	1
achavas	1
achei	1
achou-o	1
acidente	1
aclamação	1
aclamações	1
aclamou	1
aclarasse	1
acolhimento	1
acomodei-a	1
acompanhada	1
acompanhadas	1
acompanhar	1
acompanhara	1
acompanhasse	1
acompanhassem	1
acompanhava	1
acompanhei-o	1
acompanhá-la	1
aconselhando-a	1
aconselharem	1
aconselhavam	1
aconselhou	1
acontecer	1
acontecesse	1
acontecia	1
acontecido	1
acorda	1
acordando	1
acordei	1
acovados	1
acre	1
acrescentar	1
acresceram	1
acrescia	1
acrisolado	1
acrisolasse	1
acumular	1
acusa	1
acusador	1
adiantaram	1
adiantava	1
adiou-se	1
adivinhar	1
adivinhava-lhe	1
adivinhou-o	1
admira	1
admirada	1
admiravam-lhe	1
admiração	1
admite	1
admitiu	1
admito	1
admoestando-a	1
admoestando-os	1
admoestração	1
adoentado	1
adorar	1
adormece	1
adormeçam	1
adornava	1
adornei-lhe	1
adoçar	1
adoçará	1
adro	1
aduzi-las	1
adversários	1
advertido	1
advertência	1
advogado	1
adúlteros	1
afagos	1
afastando-as	1
afastando-se	1
afeitas	1
afeito	1
afeições	1
aferrar	1
aferrava	1
aferro	1
afervora	1
afervorou-lhe	1
afigurava	1
afirmativamente	1
afirmativo	1
afirmo	1
afirmou	1
afiveladas	1
aflige	1
afligida	1
afligir	1
aflija	1
aflitiva	1
aflições	1
afocinhava	1
afogado	1
afogar-te	1
afogava-se	1
afogueava	1
afoiteza	1
afoitezas	1
afoitou-se	1
afora	1
aforismos	1
afrontarem-no	1
afrontará	1
afrontosa	1
afrontosas	1
afugentavam	1
agachada	1
agilidade	1
agitada	1
agitar-se	1
agitava	1
agonizando	1
agonizante	1
agonizava	1
agosto	1
agradecer-lhe	1
agradeceria	1
agradecerá	1
agradeceu	1
agradecida	1
agradeço	1
agrado	1
agradável	1
agravaria	1
agudo	1
agueiro	1
aguou	1
aia	1
ais	1
ajoelhada	1
ajoelhado	1
ajudá-la	1
ajuizar	1
ajunta	1
ajuntamento	1
ajuntando	1
ajuntar	1
ajuntaram-se	1
ajuntou-o	1
ajustando	1
ajustarem-se	1
ajustou	1
alada	1
alambique	1
alanceado	1
alargava	1
alcançado	1
alcançadíssimo	1
alcançou	1
alcatifas	1
alcatruzes	1
alegrava	1
alegrava-se	1
alegrem	1
alegrou	1
aleijado	1
aleijou	1
alento	1
alfares	1
alferes	1
algibeiras	1
alheia	1
aliadas	1
aliando	1
aliançados	1
alicerces	1
alienada	1
aligeirar	1
aligeiravam	1
alimentando	1
alimentar	1
alimentava	1
alimente	1
alimentei-o	1
almejava	1
almofadas	1
almude	1
alojado	1
alojou-o	1
alquebrada	1
alqueire	1
altar	1
altear-se	1
alterado	1
alteravam	1
alternadamente	1
altivo	1
alucinação	1
alugou	1
aluguel	1
alumiado	1
alvacento	1
alvedrio	1
alveitaria	1
alvitre	1
alvoraçada	1
alvoroçava-o	1
alvoroço	1
alvura	1
alvíssimo	1
alívios	1
amacie	1
amaldiçoada	1
amaldiçoar	1
amando	1
amanhecer	1
amansa-a	1
amansar	1
amar-te	1
amarela	1
amarelas	1
amargas	1
amargurada	1
amargurado	1
amargurar-lhe	1
amargurava	1
amarrada	1
amarrado	1
amarrados	1
amarras	1
amassar	1
ambicionava	1
ambição	1
ame	1
ameaçado	1
ameaçava	1
ameaçou	1
amenidades	1
amiúdas	1
amolecer	1
amorosa	1
amos	1
amostra	1
amou-o	1
amparada	1
amparar	1
ampará-la	1
amplas	1
amplo	1
amá-la	1
amá-lo	1
amávamos	1
amêndoas	1
analogia	1
andado	1
andam	1
anedotas	1
anelante	1
angustiada	1
angustiavas	1
angélicos	1
animando-a	1
animasse	1
aniquilamento	1
anjinho	1
anseios	1
ansiada	1
ansiados	1
ansiedade	1
ansiosa	1
ansioso	1
antecipada	1
anteciparmos	1
antecâmara	1
antemão	1
anteriores	1
antevia	1
antiga	1
antigas	1
antigo	1
antiquada	1
antíteses	1
anunciada	1
análogo	1
anúncio	1
apaga	1
apagado	1
apagam	1
apagar	1
apagara-se	1
apagá-la	1
apaixonassem	1
apalpa-as	1
apanho	1
aparecem	1
apareceu-me	1
aparelho	1
aparelhou	1
apareça-me	1
aparência	1
aparências	1
apeado	1
apeava	1
apegando-se	1
apegaram	1
apelar	1
apelava	1
aperrado	1
apertado	1
apertando	1
apertando-as	1
apertar	1
apertar-lhe	1
apertava	1
apertou-a	1
apetite	1
apiedara-se	1
aplacaram	1
aplaudido	1
aplicado	1
apoiada	1
apoiou	1
apontamentos	1
apontara	1
apontava	1
aporfiaram	1
apostólico	1
apoucam	1
aprecia	1
apresenta-se	1
apresentadas	1
apresentou	1
apresentá-lo	1
